TreeKey,ProjectName | Series | Year | PlotId,ProjectName | Series | Year | Plot | LandUse,TreeId,CityManaged,DirectionfromCenter,DistancefromCenter,TreeStatus,HeighttoCrownBase,TreeHeightLiveTop,TreeHeightTotal,CrownWidth1,CrownWidth2,CrownLightExposure,CrownPosition,PercentCrownMissing,Transparency,CrownDensity,ProjectName | Series | Year | Condition,PercentImperviousBelow,PercentShrubBelow,StreetTree,SiteType,StreetKey,Address,LocSite,LocNo,MtncRec,MtncTask,SwDamg,WireConflict,OtherOne,OtherTwo,OtherThree,PestTSDieback,PestTSEpiSprout,PestTSWiltFoli,PestTSEnvStress,PestTSHumStress,PestTSNotes,PestFTChewFoli,PestFTDiscFoli,PestFTAbnFoli,PestFTInsectSigns,PestFTFoliAffect,PestFTNotes,PestBBInsectSigns,PestBBInsectPres,PestBBDiseaseSigns,PestBBProbLoc,PestBBAbnGrowth,PestBBNotes,PestPest,PestTS,PestFT,PestBB,yCoordinate,xCoordinate,SurveyDate,NoteThisTree,Comments,Revision,Species,UserId
{6D5471FC-A0EE-4F2C-969D-D6A071C75803},Kyoto | Kyoto_2019 | 2019 | 21,Kyoto | Kyoto_2019 | 2019 | 21 | Residential,07,1,-1,-1,P,2.5,7.7,7.7,3.5,3.5,3,-1,63,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,18,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,MAGR,
{CA64EE36-5DF7-4F39-BD20-F0C4CB59B087},Kyoto | Kyoto_2019 | 2019 | 21,Kyoto | Kyoto_2019 | 2019 | 21 | Residential,08,1,-1,-1,P,2.5,5,5,4,3,3,-1,18,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,78,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,POMA,
{174799DB-7E5D-4B38-AAC6-49E8680B132F},Kyoto | Kyoto_2019 | 2019 | 21,Kyoto | Kyoto_2019 | 2019 | 21 | Residential,09,1,-1,-1,P,2.5,7.7,7.7,3.5,3.5,2,-1,53,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,78,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,MAGR,
{6B207ECF-EA12-4D08-B427-0045A60E2B4B},Kyoto | Kyoto_2019 | 2019 | 22,Kyoto | Kyoto_2019 | 2019 | 22 | Institutional,01,0,-1,-1,P,1.3,2.5,2.5,1.5,1.5,0,-1,48,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,13,58,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,LILU,
{2C1013FF-7F29-471F-B017-A430A59176D6},Kyoto | Kyoto_2019 | 2019 | 22,Kyoto | Kyoto_2019 | 2019 | 22 | Institutional,02,0,-1,-1,P,0.5,2.5,2.5,1.3,1.3,2,-1,18,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,8,23,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,NADO,
{E7BD56A3-33E3-4886-AFF2-26AC3705C48D},Kyoto | Kyoto_2019 | 2019 | 22,Kyoto | Kyoto_2019 | 2019 | 22 | Institutional,03,0,-1,-1,P,3,7.5,7.5,8.5,8.5,5,-1,18,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,38,18,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,MACLASS,
{C2EA4AF3-D4D8-4C49-B529-32A0FDFCE352},Kyoto | Kyoto_2019 | 2019 | 22,Kyoto | Kyoto_2019 | 2019 | 22 | Institutional,04,0,-1,-1,P,3,7,7,7,7,5,-1,8,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,58,18,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,MACLASS,
{E9350A25-D6D7-4C67-A67F-9A544472C83E},Kyoto | Kyoto_2019 | 2019 | 22,Kyoto | Kyoto_2019 | 2019 | 22 | Vacant,05,1,-1,-1,I,0.3,2,2,1.4,1.4,4,-1,18,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,93,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,LISI,
{2DBECD69-C49D-4044-A6E4-69FEA39A16C9},Kyoto | Kyoto_2019 | 2019 | 22,Kyoto | Kyoto_2019 | 2019 | 22 | Vacant,06,1,-1,-1,I,0.6,2.5,2.5,0.6,0.7,4,-1,43,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,93,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CESI4,
{62854885-5094-44EA-A2C9-8A575F0B70E0},Kyoto | Kyoto_2019 | 2019 | 24,Kyoto | Kyoto_2019 | 2019 | 24 | Residential,01,1,-1,-1,P,1.6,2.2,2.2,1,0.5,1,-1,78,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,RH2,
{5BA537C8-5797-48FF-BD17-883793A97333},Kyoto | Kyoto_2019 | 2019 | 24,Kyoto | Kyoto_2019 | 2019 | 24 | Residential,02,1,-1,-1,P,1.5,3,3,1.3,1.3,5,-1,48,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,18,28,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,PIHO1,
{D06A5169-5FAA-4A30-B992-F96EBD4ECBF8},Kyoto | Kyoto_2019 | 2019 | 25,Kyoto | Kyoto_2019 | 2019 | 25 | Multi-Family Residential,01,1,-1,-1,P,0.3,2.9,2.9,1.2,1.5,4,-1,8,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,78,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,QUAL2,
{11A34BB0-6FD5-4300-9195-DD69D45F29C2},Kyoto | Kyoto_2019 | 2019 | 25,Kyoto | Kyoto_2019 | 2019 | 25 | Multi-Family Residential,02,1,-1,-1,P,1.7,3,3,0.5,0.7,1,-1,48,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,88,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CESI4,
{A982EF89-414B-4752-B961-7F02CD4B2DCF},Kyoto | Kyoto_2019 | 2019 | 25,Kyoto | Kyoto_2019 | 2019 | 25 | Multi-Family Residential,03,1,-1,-1,P,1.7,7.7,7.7,2,5,1,-1,68,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,48,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CESI4,
{D1671F96-9A78-42FD-AA7B-0BD906A03024},Kyoto | Kyoto_2019 | 2019 | 25,Kyoto | Kyoto_2019 | 2019 | 25 | Multi-Family Residential,04,1,-1,-1,P,3,8,8,2,5,1,-1,78,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,48,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CESI4,
{7B4C6EEF-9A9D-4FE1-901E-DD7CBAABE04D},Kyoto | Kyoto_2019 | 2019 | 25,Kyoto | Kyoto_2019 | 2019 | 25 | Multi-Family Residential,05,1,-1,-1,P,2,6.5,6.5,2.5,1.7,1,-1,48,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,38,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,LILU,
{E3FFC266-6FC3-403F-9825-54AB08B3750C},Kyoto | Kyoto_2019 | 2019 | 25,Kyoto | Kyoto_2019 | 2019 | 25 | Multi-Family Residential,06,1,-1,-1,P,3,6,6,2.5,1.5,1,-1,68,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,38,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CESI4,
{21391324-2B99-4AFB-8673-7D8A76B3C4DB},Kyoto | Kyoto_2019 | 2019 | 25,Kyoto | Kyoto_2019 | 2019 | 25 | Multi-Family Residential,07,1,-1,-1,P,1.7,2.3,2.3,0.5,0.6,0,-1,93,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,78,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CESI4,
{290AB6C7-45E3-4421-BB78-DCFB37E4C493},Kyoto | Kyoto_2019 | 2019 | 25,Kyoto | Kyoto_2019 | 2019 | 25 | Multi-Family Residential,08,1,-1,-1,P,1.8,3,3,0.5,0.5,0,-1,93,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,18,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,LILU,
{F056A7D1-33AF-44C9-951F-6D47E07997D8},Kyoto | Kyoto_2019 | 2019 | 25,Kyoto | Kyoto_2019 | 2019 | 25 | Multi-Family Residential,09,1,-1,-1,P,3,6,6,3.4,3,2,-1,68,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,73,8,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,LILU,
{84790C0C-4B2F-48C6-A15D-30B56C380034},Kyoto | Kyoto_2019 | 2019 | 25,Kyoto | Kyoto_2019 | 2019 | 25 | Multi-Family Residential,10,1,-1,-1,P,4,9.5,9.5,2.4,2.4,3,-1,38,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,73,8,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,PRX,
{C7FEAAC6-5678-40BB-9127-98417198E47E},Kyoto | Kyoto_2019 | 2019 | 25,Kyoto | Kyoto_2019 | 2019 | 25 | Multi-Family Residential,11,1,-1,-1,P,4,7,7,1.8,1.8,3,-1,63,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,73,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,LILU,
{C9883782-C7D9-4F20-8964-6FB6C5676854},Kyoto | Kyoto_2019 | 2019 | 25,Kyoto | Kyoto_2019 | 2019 | 25 | Multi-Family Residential,12,1,-1,-1,P,2.5,8,8,1.8,2,3,-1,48,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,73,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,LILU,
{630E73BB-EDEF-4431-B978-0B2707A7D39E},Kyoto | Kyoto_2019 | 2019 | 25,Kyoto | Kyoto_2019 | 2019 | 25 | Multi-Family Residential,13,1,-1,-1,P,0.5,2,2,0.8,0.8,5,-1,8,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,PHGL,
{3F6B5974-D540-4725-9024-685211B56018},Kyoto | Kyoto_2019 | 2019 | 25,Kyoto | Kyoto_2019 | 2019 | 25 | Multi-Family Residential,14,1,-1,-1,P,0.5,2,2,0.8,0.8,4,-1,3,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,PHGL,
{C32AF9EE-ABA5-4E27-983F-BB009808733D},Kyoto | Kyoto_2019 | 2019 | 25,Kyoto | Kyoto_2019 | 2019 | 25 | Multi-Family Residential,15,1,-1,-1,P,1,2.5,2.5,1.5,1.5,4,-1,28,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,8,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,PHGL,
{21BC9148-46AA-4C89-AB2E-782976088BA4},Kyoto | Kyoto_2019 | 2019 | 26,Kyoto | Kyoto_2019 | 2019 | 26 | Residential,01,1,-1,-1,P,1.6,2.7,2.7,1.2,1.2,3,-1,13,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,18,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,FRGR1,
{4D585506-351E-4889-99CA-043E54F8EFD7},Kyoto | Kyoto_2019 | 2019 | 26,Kyoto | Kyoto_2019 | 2019 | 26 | Residential,02,1,-1,-1,P,1,2.5,2.5,1,0.9,3,-1,58,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,28,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,FRGR1,
{FEBEED7F-F51A-4716-927D-83E035A93AB6},Kyoto | Kyoto_2019 | 2019 | 26,Kyoto | Kyoto_2019 | 2019 | 26 | Residential,03,1,-1,-1,P,1.3,2.5,2.5,0.9,0.9,2,-1,48,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,JUCH,
{F4E36978-0CD4-4A16-B14E-BD8DF9A7B4B2},Kyoto | Kyoto_2019 | 2019 | 26,Kyoto | Kyoto_2019 | 2019 | 26 | Residential,04,1,-1,-1,P,1.7,2.7,2.7,1,1,3,-1,28,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,3,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,COKO,
{AC120D3D-A9BA-449E-9816-E51AA8EB99FD},Kyoto | Kyoto_2019 | 2019 | 26,Kyoto | Kyoto_2019 | 2019 | 26 | Residential,05,1,-1,-1,P,1.7,2.6,2.6,0.5,0.5,2,-1,28,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,COKO,
{410EEBAA-6BEF-47D1-B895-6D16AE5D508D},Kyoto | Kyoto_2019 | 2019 | 26,Kyoto | Kyoto_2019 | 2019 | 26 | Residential,06,1,-1,-1,P,1.3,2.5,2.5,1.2,0.9,3,-1,13,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,OSFR,
{C676014F-E210-4065-852C-D80D3E51CB10},Kyoto | Kyoto_2019 | 2019 | 26,Kyoto | Kyoto_2019 | 2019 | 26 | Residential,07,1,-1,-1,P,1.3,2.5,2.5,1.2,0.8,3,-1,18,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,OSFR,
{DB877FD4-FD3D-4B58-BC18-9E29571A2DB1},Kyoto | Kyoto_2019 | 2019 | 26,Kyoto | Kyoto_2019 | 2019 | 26 | Park,08,0,-1,-1,P,1.8,2.5,2.5,1,1,5,-1,3,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,3,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,OSFR,
{ACF9FEFD-2E6F-48F9-B03B-CB4C1B3D79C3},Kyoto | Kyoto_2019 | 2019 | 26,Kyoto | Kyoto_2019 | 2019 | 26 | Park,09,0,-1,-1,P,1.5,2.3,2.3,1,1,5,-1,3,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,OSFR,
{DB4D2E98-1DF0-4361-97F1-EDB93621FAB9},Kyoto | Kyoto_2019 | 2019 | 26,Kyoto | Kyoto_2019 | 2019 | 26 | Park,10,0,-1,-1,P,1.3,2.4,2.4,1.5,1.2,5,-1,3,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,OSFR,
{1C2739FE-0AB4-459F-99CE-BE18C3D262B8},Kyoto | Kyoto_2019 | 2019 | 26,Kyoto | Kyoto_2019 | 2019 | 26 | Residential,11,1,-1,-1,P,0.2,3.2,3.2,1,1,3,-1,3,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,THOR,
{C7C8EA97-2486-463F-A3AA-1A159A032D23},Kyoto | Kyoto_2019 | 2019 | 26,Kyoto | Kyoto_2019 | 2019 | 26 | Residential,12,1,-1,-1,P,0.2,2.7,2.7,1,1,3,-1,3,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,THOR,
{ED84F195-8928-4C21-8363-7E26B7570653},Kyoto | Kyoto_2019 | 2019 | 26,Kyoto | Kyoto_2019 | 2019 | 26 | Residential,13,1,-1,-1,P,0.5,2.5,2.5,1.6,1,4,-1,23,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,ACBA2,
{7C0CDAEE-4843-481F-9647-E78CEA310DB0},Kyoto | Kyoto_2019 | 2019 | 26,Kyoto | Kyoto_2019 | 2019 | 26 | Residential,14,1,-1,-1,P,1.7,2.3,2.3,1,0.8,4,-1,23,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,FRGR1,
{0F8941E1-243A-4AE2-8B00-EBF7F5472970},Kyoto | Kyoto_2019 | 2019 | 26,Kyoto | Kyoto_2019 | 2019 | 26 | Residential,15,1,-1,-1,P,0.6,2.1,2.1,1.8,0.8,4,-1,18,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,8,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,FRGR1,
{F3FC60A1-CC20-4147-9A1E-868E746F3BE4},Kyoto | Kyoto_2019 | 2019 | 28,Kyoto | Kyoto_2019 | 2019 | 28 | Park,01,0,-1,-1,I,10,24.3,24.3,12,12,5,-1,28,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CESI4,
{D3024B11-930D-4F06-8FE7-A328A8F4B52A},Kyoto | Kyoto_2019 | 2019 | 28,Kyoto | Kyoto_2019 | 2019 | 28 | Park,02,0,-1,-1,I,4.5,15.2,15.2,9.6,4,1,-1,78,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,3,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,ACPA,
{D35BD7AB-EDD3-4285-9E81-392651EDCDA8},Kyoto | Kyoto_2019 | 2019 | 28,Kyoto | Kyoto_2019 | 2019 | 28 | Park,03,0,-1,-1,I,4.5,7.7,7.7,4.2,3,2,-1,58,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,ACPA,
{5B85356E-A03E-4D16-B2CC-75DF136DB177},Kyoto | Kyoto_2019 | 2019 | 28,Kyoto | Kyoto_2019 | 2019 | 28 | Park,04,0,-1,-1,I,14,26,26,7.5,6.5,5,-1,38,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,ZESE,
{209A2E1B-FE4C-46AA-9731-3835772632E8},Kyoto | Kyoto_2019 | 2019 | 28,Kyoto | Kyoto_2019 | 2019 | 28 | Park,05,0,-1,-1,I,0.5,2.3,2.3,1.8,1.8,2,-1,18,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,QUAL2,
{AECB9530-8627-46E2-A5C0-6D8BEDD15DCB},Kyoto | Kyoto_2019 | 2019 | 28,Kyoto | Kyoto_2019 | 2019 | 28 | Park,06,0,-1,-1,I,1,3.7,3.7,1.2,1.2,2,-1,33,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,QUMY1,
{57224EF3-1643-4EEF-8E33-6044B25E92C1},Kyoto | Kyoto_2019 | 2019 | 28,Kyoto | Kyoto_2019 | 2019 | 28 | Park,07,0,-1,-1,I,3,10,10,10.8,8.4,1,-1,78,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,ACPA,
{442A0E60-23D8-4B06-A0C6-4BF2D64C5C40},Kyoto | Kyoto_2019 | 2019 | 28,Kyoto | Kyoto_2019 | 2019 | 28 | Park,08,0,-1,-1,I,4,10,10,7.2,6,1,-1,68,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,ZESE,
{239A588A-04DC-44D8-BD3D-EB96AF73270A},Kyoto | Kyoto_2019 | 2019 | 28,Kyoto | Kyoto_2019 | 2019 | 28 | Park,09,0,-1,-1,I,13,18,18,10.2,8,1,-1,43,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CESI4,
{B0871A97-F060-426A-BFA4-35B61004E813},Kyoto | Kyoto_2019 | 2019 | 28,Kyoto | Kyoto_2019 | 2019 | 28 | Park,10,0,-1,-1,I,16,25,25,12,12,4,-1,28,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CICA,
{98071227-8F7D-4D45-981D-2DDEE737B68E},Kyoto | Kyoto_2019 | 2019 | 28,Kyoto | Kyoto_2019 | 2019 | 28 | Park,11,0,-1,-1,I,18,27,27,18,15.6,4,-1,38,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CICA,
{D4CD4450-3696-432C-9E27-3DCB80252034},Kyoto | Kyoto_2019 | 2019 | 28,Kyoto | Kyoto_2019 | 2019 | 28 | Park,12,0,-1,-1,I,1.5,3,3,1.2,1.2,0,-1,48,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,LIJA,
{D7EFBF62-FA46-4559-89A2-0F258B4A94E2},Kyoto | Kyoto_2019 | 2019 | 28,Kyoto | Kyoto_2019 | 2019 | 28 | Park,13,0,-1,-1,I,0.2,2,2,1.8,2.5,0,-1,8,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,AUJA,
{2796E944-DA8B-4DD7-BD00-8300087E6299},Kyoto | Kyoto_2019 | 2019 | 28,Kyoto | Kyoto_2019 | 2019 | 28 | Park,14,0,-1,-1,I,0.5,2.3,2.3,1.5,1.8,0,-1,13,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,CESI4,
{6C0C145E-A038-490F-860E-69CE4889BA80},Kyoto | Kyoto_2019 | 2019 | 28,Kyoto | Kyoto_2019 | 2019 | 28 | Park,15,0,-1,-1,I,18,23,23,4,9.6,1,-1,28,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,3,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,AUJA,
{07ADE778-04AB-465C-A7AD-2351D1F94E92},Kyoto | Kyoto_2019 | 2019 | 28,Kyoto | Kyoto_2019 | 2019 | 28 | Park,16,0,-1,-1,I,5,10,10,8,7.6,1,-1,63,-1,-1,Kyoto | Kyoto_2019 | 2019 | 95% - 99%,0,0,No,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,FALSE,FALSE,FALSE,,,,No,,1,MACLASS,
